sound_id,valence,arousal,category,description
0730,5.28,4.24,Daily Routine Sound,Typing1
0731,4.9090909089999997,5.2727272730000001,Daily Routine Sound,Typing2
0734,4.6363636359999996,6.1363636359999996,Daily Routine Sound,Knocking1
0736,4.4090909089999997,5.0909090910000003,Nature,Heavy Rain3
0737,3.64,6.08,Transport,Engine1
0738,4.875,5.0833333329999997,Electric sound,VideoGame5
0740,4.3181818180000002,4.7272727269999999,Nature,Hurricane1
0741,4.1666666670000003,3.9583333330000001,Daily Routine Sound,Drop
0744,3,6.5454545450000001,Daily Routine Sound,Knocking3
0745,3.363636364,6.7272727269999999,Daily Routine Sound,Knocking4
0746,2.4545454549999999,7.6363636359999996,Daily Routine Sound,Knocking5
0747,4.4545454549999999,4.8181818180000002,Daily Routine Sound,Open the Door2
0749,4.3333333329999997,6,Daily Routine Sound,Glass Marble
0750,2.636363636,5.4090909089999997,People,Snore
0752,3.25,5.5416666670000003,Transport,Sportcar3
0753,4.25,5.1666666670000003,Transport,Sportcar4
0758,3.2727272730000001,7.3181818180000002,Breaking Sound,Bomb9
0759,2.1666666669999999,8.3333333330000006,Electric sound,Electronic Sound37
0762,2.3333333330000001,8.4583333330000006,Daily Routine Sound,Machine18
0763,2.4090909090000001,6.7727272730000001,Breaking Sound,Bomb10
0764,3.1818181820000002,7.4090909089999997,Breaking Sound,Shooting15
0767,3.0833333330000001,8.3333333330000006,Electric sound,VideoGame6
0768,3.0454545450000001,7.0909090910000003,Electric sound,VideoGame7
0771,4.3333333329999997,7.5,Electric sound,VideoGame8
0773,3.6818181820000002,4.4545454549999999,Daily Routine Sound,Tape2
0774,1.363636364,6.7272727269999999,Daily Routine Sound,Signal4
0775,2.363636364,7.3636363640000004,Electric sound,VideoGame9
0776,3.5909090909999999,6.0909090910000003,Transport,Motorcycle5
0777,2.125,7.8333333329999997,Nature,Hurricane2
0778,4.2727272730000001,5.6363636359999996,Transport,Plane
0779,3.1666666669999999,5.1666666670000003,Transport,Airplane4
0783,3.863636364,5.9090909089999997,Daily Routine Sound,Machine11
0784,3,7.2727272730000001,Breaking Sound,Crash5
0786,3.5833333330000001,5.8333333329999997,Breaking Sound,Bomb11
0789,2.0416666669999999,6.7083333329999997,Daily Routine Sound,Radio4
0790,5.0833333329999997,4.75,Nature,Brook3
0793,2.72,7.12,Breaking Sound,Disrupt
0794,2.52,7.04,Electric sound,VideoGame10
0795,2.2272727269999999,7.0909090910000003,Daily Routine Sound,Signal2
0796,2.4583333330000001,6.2916666670000003,Daily Routine Sound,Signal3
0798,3.5833333330000001,5.1666666670000003,Sound Effect,Suspense Thriller8
0799,4.75,4.25,Nature,Sea Wave3
0802,2.136363636,6,Transport,Eletromobile
0804,1.5,5.6363636359999996,People,Hiccup2
0807,3.5909090909999999,6.0454545450000001,Electric sound,VideoGame11
0809,3.363636364,6.1818181819999998,Nature,Heavy Rain4
0810,2.8333333330000001,5.7916666670000003,People,Eatting Noodle1
0811,3.9090909090000001,5.5,People,Eatting Noodle2
0814,3.2083333330000001,5.7083333329999997,Animals ,Puppy2
0815,3.136363636,5.7272727269999999,Scenarios,Bathe the Dog
0817,2.863636364,5.5909090910000003,Animals ,Puppy3
0818,3.5454545450000001,6.1818181819999998,Animals ,Puppy4
0823,3.6818181820000002,5.9545454549999999,Transport,Train5
0825,4.6363636359999996,4.7272727269999999,Nature,Heavy Rain5
0826,4.6818181819999998,6.1818181819999998,Nature,Thunderstorm5
0828,4.0909090910000003,7,Daily Routine Sound,Toy
0829,5.1363636359999996,3.8181818179999998,Daily Routine Sound,Page Turning
0833,4.4545454549999999,4.8181818180000002,Daily Routine Sound,Pouring Water1
0836,4.5,4.7727272730000001,Daily Routine Sound,Bailing
0837,4.8333333329999997,4.9583333329999997,Daily Routine Sound,Pouring Water2
0844,3.88,3.76,Daily Routine Sound,Collating2
0845,7.3181818180000002,5.6363636359999996,Music,Piano2
0853,5.4545454549999999,6.5454545450000001,Daily Routine Sound,Doorbell3
0865,2.9545454549999999,7.3636363640000004,Electric sound,VideoGame12
0867,3.5454545450000001,5.7272727269999999,Nature,Sea Wave4
0870,5.4166666670000003,6.7916666670000003,Music,Drum Set2
0872,6,7,Music,Drum
0876,4.2272727269999999,6.2272727269999999,Daily Routine Sound,Iron Sheet
0877,5.6,6.12,Daily Routine Sound,Clock3
0878,3.0833333330000001,6.1666666670000003,Breaking Sound,Bomb12
0880,5.28,5.2,Daily Routine Sound,Knocking6
0883,3.7083333330000001,5.3333333329999997,Electric sound,VideoGame13
0886,5.25,5.1666666670000003,People,Walking2
0887,6.2272727269999999,6.9090909089999997,Music,Rock2
0888,5.7727272730000001,4,Daily Routine Sound,Shearing
0889,5.1818181819999998,5.2727272730000001,Animals ,Barking4
0890,4.6363636359999996,4.6363636359999996,People,Kindergarten
0891,3.8181818179999998,6.5454545450000001,Daily Routine Sound,Alarm3
0894,5.2083333329999997,6.2083333329999997,Music,Gong2
0897,4.7272727269999999,5.6818181819999998,Nature,Droping
0903,4.625,4.5833333329999997,Daily Routine Sound,Working3
0905,4.0909090910000003,4.8181818180000002,Daily Routine Sound,Workshop1
0907,4.2272727269999999,5.5454545450000001,Nature,River
0908,4.8636363640000004,5.2727272730000001,Nature,Falls
0909,3.2727272730000001,5.7272727269999999,Daily Routine Sound,Open the Door3
0911,4.5454545450000001,6.4090909089999997,Transport,Train6
0912,4.9545454549999999,5.8636363640000004,Electric sound,Casino3
0913,3.7272727269999999,6.1363636359999996,Electric sound,Casino4
0914,3.2916666669999999,6.75,Daily Routine Sound,Radio5
0916,3.9583333330000001,5.7916666670000003,Breaking Sound,Shooting16
0917,3.5454545450000001,7.0909090910000003,Electric sound,Casino5
0918,4.25,5.25,Nature,Swell
0919,5.2272727269999999,5.5454545450000001,Nature,Sea Wave5
0920,6.2916666670000003,5.3333333329999997,Nature,Seabeach
0921,4.9545454549999999,4.9545454549999999,Nature,Sea Wave6
0922,5.12,4.84,Daily Routine Sound,Washing Clothes
0923,3,5.9583333329999997,Daily Routine Sound,Electricdrill2
0924,4.0833333329999997,5.9583333329999997,Electric sound,Casino6
0928,4.3181818180000002,5.3636363640000004,Nature,Wind5
0929,2.5454545450000001,6.4545454549999999,Breaking Sound,Bomb13
0930,3.6666666669999999,5.4166666670000003,Breaking Sound,Shooting17
0931,4.1666666670000003,5.3333333329999997,Transport,Airplane5
0933,6.1363636359999996,6.2272727269999999,Music,Pipa
0934,6.7083333329999997,5.5833333329999997,Animals ,Cat4
0936,3.4166666669999999,6.0833333329999997,Sound Effect,Mystery BGM7
0938,4.1818181819999998,3.6818181820000002,Nature,Wind6
0939,3.5,5.0454545450000001,Transport,Truck
0941,3.625,5.75,Sound Effect,Suspense Film1
0942,4.1818181819999998,5.4545454549999999,Nature,Sea2
0945,5.3333333329999997,4.4166666670000003,Daily Routine Sound,Eathing1
0948,3,6.8333333329999997,Sound Effect,ThrillerBGM18
0954,4.3181818180000002,4.6818181819999998,Daily Routine Sound,Sprinkle
0957,5.3636363640000004,3.5454545450000001,Nature,Dripping1
0960,5.5909090910000003,3.2272727269999999,Nature,Dripping2
0965,5.0909090910000003,4.2727272730000001,Daily Routine Sound,Washing
0972,3.5833333330000001,5.7083333329999997,Transport,Sports Car
0973,3.863636364,5.6818181819999998,Sound Effect,AdventureBGM2
0978,6,5.6818181819999998,Music,Trumpet3
0981,4.1818181819999998,5.5909090910000003,Nature,Wind7
0989,3.5416666669999999,5.7916666670000003,Breaking Sound,Shooting18
0990,3.6818181820000002,4.7272727269999999,Daily Routine Sound,Working4
0991,5.5454545450000001,6.6363636359999996,Electric sound,Casino7
0994,2.8333333330000001,6.7083333329999997,Daily Routine Sound,Busy Line1
0995,3.5454545450000001,4.4545454549999999,Daily Routine Sound,Busy Line2
0997,3.5,5.875,Breaking Sound,Bomb14
0998,3.5,7.1818181819999998,Breaking Sound,Shooting19
0999,3.2916666669999999,4.4166666670000003,Nature,Thunder4
1000,3.25,6.25,Breaking Sound,Bomb15
1001,3.5909090909999999,5.4090909089999997,Nature,Thunder5
1003,4.5416666670000003,4.0416666670000003,Daily Routine Sound,Bell5
1004,3.6818181820000002,6.5,Transport,Engine2
1005,4.1666666670000003,4.2916666670000003,Daily Routine Sound,Toilet3
1007,4,5.7727272730000001,Daily Routine Sound,Alarm4
1012,4,5.4090909089999997,Daily Routine Sound,Chopping
1016,6.4090909089999997,4.5454545450000001,Daily Routine Sound,Aeolian Bells2
1018,4,4.9583333329999997,Sound Effect,Sci-Fi12
1021,4.3636363640000004,4.5,Sound Effect,Effectsound3
1022,3.04,5.4,Electric sound,Casino8
1024,3.88,5.36,Sound Effect,Effectsound4
1025,7.9166666670000003,3.4583333330000001,Animals ,Birds3
1026,4.4090909089999997,5.5454545450000001,Daily Routine Sound,Machine12
1027,2.0454545450000001,6.5909090910000003,People,Vomit3
1028,3.5454545450000001,7.2272727269999999,Electric sound,Casino9
1030,4.25,4.75,Daily Routine Sound,Housekeeping
1033,4.6818181819999998,4.0454545450000001,Daily Routine Sound,Fire2
1035,4.2916666670000003,5.2083333329999997,Sound Effect,Effectsound5
1037,3.863636364,5.2727272730000001,Sound Effect,Suspense Film2
1038,7.08,3.4,Daily Routine Sound,Water Tap
1039,3,6.2916666670000003,Transport,Siren6
1040,4.6818181819999998,4.3636363640000004,Sound Effect,ThrillerBGM19
1041,3.875,4.8333333329999997,Nature,Gale1
1042,4.3600000000000003,5.72,Nature,Gale2
1044,4.125,5,Nature,Wind8
1045,4.375,4.5,Nature,Wind9
1047,3.32,6.4,Daily Routine Sound,Machine13
1048,3.48,6.44,Daily Routine Sound,Machine Error8
1050,4.1818181819999998,4.4090909089999997,Daily Routine Sound,Scotch Tape
1052,3.9545454549999999,5.1363636359999996,Daily Routine Sound,Zipper2
1058,3.25,7.5833333329999997,Breaking Sound,Shooting20
1059,2.6818181820000002,6.7272727269999999,Daily Routine Sound,Machine Error9
1061,3.7272727269999999,5.5454545450000001,Daily Routine Sound,Doorbell4
1063,2.3181818179999998,5.9545454549999999,Transport,Siren7
1064,3.6666666669999999,4.9583333329999997,Daily Routine Sound,Kettle
1066,3.363636364,6.6363636359999996,Nature,Sea Wave7
1072,4.5,3.7916666669999999,Daily Routine Sound,Twisting
1073,7.9545454549999999,6.7727272730000001,Music,Jazz1
1074,7.8636363640000004,5,Music,Piano3
1074_b,8.0454545450000001,3.4545454549999999,Music,Piano4
1075,7.3636363640000004,6.4090909089999997,Music,Guitar2
1076,7.625,7.9166666670000003,Music,Country Music1
1077,7.6818181819999998,6.5909090910000003,Music,Country Music2
1077_b,7.6666666670000003,6.375,Music,Country Music3
1078,7,8.2083333330000006,Music,Country Music4
1079,6.6818181819999998,7.0454545450000001,Music,Pops5
1079_b,7.1666666670000003,7.625,Music,Pops6
1080,7.8636363640000004,6.5909090910000003,Music,Pops7
1081,6.1818181819999998,7.5,Music,Pops8
1081_b,6.625,7.9583333329999997,Music,Pops9
1082,7.3636363640000004,7.7727272730000001,Music,Pops10
1083,7,6.0909090910000003,Music,Pops11
1084,6.9545454549999999,6.2727272730000001,Music,Country Music5
1084_b,7.4090909089999997,6.4090909089999997,Music,Country Music6
1085,8.0909090910000003,7.7727272730000001,Music,Country Music7
1086,7.04,7.2,Music,Country Music8
1087,6.6,6.56,Music,Country Music9
1088,6.4090909089999997,5.1818181819999998,Music,LightMusic1
1089,6.8636363640000004,5.6363636359999996,Music,Pops12
1090,5.4545454549999999,6.7272727269999999,Music,Rap
1091,5.125,6.5,Music,FunkMusic1
1092,5.3333333329999997,6.5833333329999997,Music,Country Music10
1093,4.9090909089999997,6,Music,Rock Jazz
1094,4.0454545450000001,6.6818181819999998,Music,Country Music11
1095,6.1666666670000003,6.9583333329999997,Music,Country Music12
1097,5.5909090910000003,7.4090909089999997,Music,Pops13
1098,5.375,6.8333333329999997,Music,Pops14
1099,6.5909090910000003,7.7727272730000001,Music,Pops15
1099_b,4.6399999999999997,6.8,Music,Pops16
1100,6.5909090910000003,7.9090909089999997,Music,Heavy Metal1
1102,4.75,7,Music,Country Music13
1102_b,5.9090909089999997,7.1363636359999996,Music,Country Music14
1103,4.6399999999999997,7.04,Music,Country Music15
1104,5.125,6.625,Music,Heavy Metal2
1105,4.0833333329999997,5.7916666670000003,Music,Heavy Metal3
1106,4.8636363640000004,4.6363636359999996,Sound Effect,Mystery BGM8
1108,4.6363636359999996,6.2272727269999999,Music,Heavy Metal4
1109,7.8,7.68,Music,Symphony2
1110,7,6.6363636359999996,Music,Orchestral Music1
1111,7.4,5.64,Music,Symphony3
1112,7.5909090910000003,3.0909090909999999,Music,Orchestral Music2
1112_b,7.5,4.8636363640000004,Music,Orchestral Music3
1113,7.3181818180000002,5.9545454549999999,Music,Orchestral Music4
1114,7.75,7.9166666670000003,Music,Martial Music1
1115,6.6363636359999996,7.1818181819999998,Music,Symphony4
1115_b,7.32,7,Music,Symphony5
1116,4.4583333329999997,5.4583333329999997,Music,Martial Music2
1117,7.375,4.7083333329999997,Music,Symphony6
1118,7.0909090910000003,4.6363636359999996,Music,Orchestral Music5
1119,5.7916666670000003,4.75,Music,Orchestral Music6
1119_b,5.4,5.52,Music,Orchestral Music7
1120,5.2272727269999999,6.5454545450000001,Music,Martial Music3
1121,7.1666666670000003,3.125,Music,LightMusic2
1122,7.5,2.2272727269999999,Music,LightMusic3
1122_b,6.7727272730000001,2.6818181820000002,Music,LightMusic4
1123,7.8181818180000002,2.7727272730000001,Music,LightMusic5
1124,7.1363636359999996,3.4545454549999999,Music,LightMusic6
1125,7.2727272730000001,3.4545454549999999,Music,LightMusic7
1126,7,2.363636364,Music,LightMusic8
1127,5.6363636359999996,3.3181818179999998,Music,LightMusic9
1128,6.3333333329999997,2.75,Music,LightMusic10
1128_b,5.84,3.6,Music,LightMusic11
1129,6.9545454549999999,3.0454545450000001,Music,Orchestral Music8
1130,5.9583333329999997,3.125,Music,BGM14
1131,6.44,3.08,Music,BGM15
1132,6.7272727269999999,3.0454545450000001,Music,BGM16
1133,7.4090909089999997,1.9090909089999999,Music,LightMusic12
1134,7.1363636359999996,3.9545454549999999,Music,LightMusic13
1135,7.5833333329999997,2.75,Music,LightMusic14
1136,6.1818181819999998,4.5,Music,Ethnic Music1
1137,5.8333333329999997,2.8333333330000001,Music,Ethnic Music2
1138,6.1363636359999996,3.4090909090000001,Sound Effect,Suspense Film3
1138_b,6.0416666670000003,2.9583333330000001,Sound Effect,Suspense Film4
1139,6.04,3.24,Sound Effect,TragedyBGM4
1140,4.8333333329999997,4.5833333329999997,Sound Effect,Suspense Film5
1141,5.2916666670000003,4.25,Sound Effect,Drama1
1141_b,4.5833333329999997,5.1666666670000003,Sound Effect,Drama2
1142,5.7272727269999999,4.7727272730000001,Sound Effect,Documentary8
1143,7.25,4.1666666670000003,Music,Symphony7
1144,7.5454545450000001,4.8181818180000002,Music,LightMusic15
1145,6.6818181819999998,5.1363636359999996,Music,LightMusic16
1146,5.7272727269999999,4.3636363640000004,Sound Effect,Documentary9
1148,5.875,4.1666666670000003,Music,Pops17
1149,7,4.5833333329999997,Sound Effect,Mystery BGM9
1155,7.0416666670000003,2.4166666669999999,Music,LightMusic17
1156,6.6363636359999996,4.4090909089999997,Music,BGM17
1157,5.8636363640000004,2.9545454549999999,Music,BGM18
1158,5.5416666670000003,3.0833333330000001,Music,BGM19
1159,6.9090909089999997,3.3181818179999998,Nature,Forest2
1160,4.5,3.4545454549999999,Sound Effect,Suspense Thriller9
1160_b,4.5,3.7083333330000001,Sound Effect,Suspense Thriller10
1161,6.4166666670000003,3.4583333330000001,Music,LightMusic18
1162,7.5454545450000001,3.4090909090000001,Music,LightMusic19
1162_b,7.2272727269999999,3.3181818179999998,Music,LightMusic20
1163,6,5.0833333329999997,Music,BGM20
1164,5.6818181819999998,3.136363636,Sound Effect,Fantasy4
1165,7.0454545450000001,3.2727272730000001,Sound Effect,Documentary10
1165_b,6.5454545450000001,3.136363636,Sound Effect,Documentary11
1166,5.5416666670000003,3.5416666669999999,Music,BGM21
1167,6.6666666670000003,3.0833333330000001,Music,Ballade6
1168,4.9090909089999997,3.5909090909999999,Sound Effect,Suspense Thriller11
1169,6.4545454549999999,4.5454545450000001,Music,BGM22
1170,6.7272727269999999,4.0909090910000003,Music,LightMusic21
1170_b,7.125,2.8333333330000001,Music,LightMusic22
1171,6.8333333329999997,3.875,Music,LightMusic23
1172,4.7727272730000001,4.9545454549999999,Sound Effect,Documentary12
1173,4,3.7727272730000001,Sound Effect,Documentary13
1174,5.5909090910000003,4.0454545450000001,Music,BGM23
1176,6.6666666670000003,3,Music,BGM25
1177,7.6363636359999996,3.363636364,Music,BGM24
1178,6.9545454549999999,3.3181818179999998,Sound Effect,Documentary14
1179,4.5,5.7272727269999999,Sound Effect,Suspense Thriller17
1179_b,4.6363636359999996,5.4090909089999997,Sound Effect,Suspense Thriller18
1180,5.48,5.56,Sound Effect,Effectsound7
1181,6.16,6.92,Music,BGM26
1182,5.7272727269999999,3,Sound Effect,Suspense Thriller12
1184,5.7916666670000003,4.4583333329999997,Sound Effect,Drama3
1185,5.72,3.32,Music,BGM27
1186,4.25,3.7083333330000001,Sound Effect,Mystery BGM10
1187,6.5,3.0909090909999999,Sound Effect,Documentary15
1188,4.76,3.96,Sound Effect,Mystery BGM11
1189,4.2272727269999999,4.7272727269999999,Sound Effect,ThrillerBGM1
1189_b,4.9166666670000003,4.5416666670000003,Sound Effect,ThrillerBGM2
1190,4.4090909089999997,3.7727272730000001,Sound Effect,Drama4
1191,5.64,3.44,Sound Effect,Suspense Thriller13
1358,7.5909090910000003,3.5454545450000001,Music,Piano5
1360,7.6818181819999998,3.1818181820000002,Music,Piano6
1361,7.6666666670000003,3.125,Music,Piano7
1362,3.5,6.1666666670000003,Sound Effect,Mystery BGM12
1363,5.2272727269999999,5.3181818180000002,Music,Piano8
1364,3.9166666669999999,6.4166666670000003,Sound Effect,ThrillerBGM3
1365,4.4545454549999999,4.5909090910000003,Sound Effect,Suspense Film6
1366,3.863636364,4.9545454549999999,Transport,Helicopter5
1367,4.6363636359999996,4.2727272730000001,Sound Effect,Suspense Thriller14
1368,6.6818181819999998,3.4090909090000001,Sound Effect,Mystery BGM13
1371,6.4583333329999997,3.875,Music,TragedyBGM5
1373,3.0454545450000001,5.1363636359999996,Sound Effect,AdventureBGM1
1374,4.4090909089999997,6.0909090910000003,Sound Effect,HorrorFilm17
1375,3.4583333330000001,6.75,Sound Effect,ThrillerBGM4
1376,4.9090909089999997,4.6818181819999998,Sound Effect,Suspense Thriller15
1377,3.4090909090000001,5.1818181819999998,Transport,Airplane1
1378,3.8181818179999998,4.3636363640000004,Sound Effect,Mystery BGM15
1379,5.1666666670000003,3.2916666669999999,Sound Effect,Mystery BGM14
1380,2.56,5.16,Music,Suspense Thriller16
1381,3.08,4.12,Music,Piano9
1381_b,3.2083333330000001,4.5416666670000003,Music,Piano10
1382,3.9090909090000001,4.9545454549999999,Animals ,Cat5
1383,3.5909090909999999,5,Electric sound,Electronic Sound1
1384,3.4583333330000001,5.7083333329999997,Electric sound,Electronic Sound2
1385,5.24,5.92,People,BabyLaugh1
1386,2.8181818179999998,4.7727272730000001,People,BabyLaugh2
1387,3.4583333330000001,6.5833333329999997,People,BabyLaugh3
1388,3.4166666669999999,6.4166666670000003,People,BabyCry1
1389,4.16,6.24,People,BabyCry2
1390,3.0909090909999999,6.4545454549999999,People,BabyCry3
1391,5.5,6.3636363640000004,Music,Jazz2
1392,3.136363636,7.5909090910000003,Music,Jazz3
1393,6.4090909089999997,6.5454545450000001,Music,Jazz4
102,5.3333333329999997,5.1666666670000003,Animals ,Cat4
104,3.68,5.84,Animals ,Panting
105,4.5,6.3636363640000004,Animals ,Puppy4
106,3.25,6.7916666670000003,Animals ,Growl1
107,4.9090909089999997,5.7272727269999999,Animals ,Dog
109,3.6666666669999999,6.3333333329999997,Scenarios,Carousel
110,5.8181818180000002,6.3636363640000004,People,Baby
111,6.32,4.12,Scenarios,MusicBox
112,6.25,6.5,Scenarios,Kids1
113,4.5599999999999996,5.24,Animals ,Cows
114,5.5416666670000003,6.5,Animals ,Cattle
115,2.125,6.2083333329999997,Animals ,Bees
116,1.9166666670000001,6.7916666670000003,Animals ,Buzzing
120,5.6818181819999998,6.0454545450000001,Animals ,Rooster3
130,2.7272727269999999,4.0909090910000003,Animals ,Pig
132,4.75,5.9166666670000003,Animals ,Chickens
133,3.5909090909999999,5.4545454549999999,Animals ,Growl2
134,4.9545454549999999,5.1363636359999996,Animals ,RattleSnake
150,4.9090909089999997,5.0909090910000003,Animals ,Seagull
151,7.5,5.1363636359999996,Animals ,Robin
152,5.5833333329999997,6,Animals ,Tropical
170,4.76,4.12,Nature,Night
171,5.3181818180000002,3.5,Animals ,CountryNight
172,7.28,3.64,Nature,Brook3
200,3.7916666669999999,6.4583333329999997,People,EroticCouple
201,3.9090909090000001,5.8181818180000002,People,EroticFem1
202,4.4166666670000003,6.4583333329999997,People,EroticFem2
204,3.7272727269999999,5.5454545450000001,People,EroticFem4
205,4.2272727269999999,5.9545454549999999,People,EroticFem3
206,5.12,4.96,Scenarios,Shower
210,2.5909090909999999,4.5,People,EroticMale1
215,3.2727272730000001,6.2727272730000001,People,EroticCouple2
216,3.2916666669999999,6.25,People,EroticCouple3
220,4.5454545450000001,6.4090909089999997,People,BoyLaugh
221,5.6363636359999996,5.1363636359999996,People,MaleLaugh
224,5.0909090910000003,6.6818181819999998,People,Kids2
225,5.5454545450000001,5.3181818180000002,Scenarios,ClapGame
226,5.4583333329999997,5.5416666670000003,People,Laughing
230,5.2272727269999999,5.7727272730000001,People,Giggling
241,2.5909090909999999,5.1363636359999996,People,MaleCough
242,2.5454545450000001,4.6363636359999996,People,FemaleCough
243,3.9090909090000001,5.3636363640000004,People,CoupleSneeze
244,2.5909090909999999,5.6363636359999996,People,ManWheeze
245,3.5,5.2916666670000003,People,Hiccup2
246,4,5.9583333329999997,People,HeartBeat
250,3.88,3.92,People,MaleSneeze
251,3.4166666669999999,5,People,NoseBlow
252,2.4090909090000001,4.8181818180000002,People,MaleSnore
254,5.7272727269999999,6.1818181819999998,Electric sound,VideoGame14
255,1.181818182,5.9545454549999999,People,Vomit
260,4.25,6.125,People,BabiesCry
261,3.92,6.16,People,BabyCry1
262,4.5999999999999996,2.48,People,Yawn
270,5.4090909089999997,4.7727272730000001,People,Whistling1
275,1.375,7.875,People,Scream2
276,1.7272727269999999,7.7272727269999999,People,FemScream2
277,2.625,6.9166666670000003,People,FemScream3
278,2,6.5,People,ChildAbuse
279,1.9166666670000001,6.2083333329999997,People,Attack1
280,3.863636364,5.4090909089999997,Scenarios,WomanCrying
281,1.8,6.72,People,Attack3
282,3.1818181820000002,5.9090909089999997,People,Fight2
283,2.2272727269999999,5.5454545450000001,People,Fight3
284,3.2272727269999999,6.1363636359999996,People,Attack4
285,1.48,7.04,People,Attack2
286,2,7.1363636359999996,Scenarios,Victim
288,4.875,5.7916666670000003,People,Creep
289,3.9545454549999999,5.5454545450000001,Breaking Sound,GunShot
290,2.0909090909999999,6.9090909089999997,People,Fight1
291,3,6.3636363640000004,Scenarios,Prowler
292,2.1818181820000002,6.3181818180000002,People,MaleScream
293,2.9090909090000001,5.3636363640000004,People,ManSobbing
295,3.363636364,5.1363636359999996,People,CoupleSobbing
296,2.875,5.5,People,WomenCrying
310,3.625,6.5,People,Crowd1
311,6.72,6.76,Scenarios,Crowd2
312,3.8333333330000001,6.8333333329999997,People,Crowd3
319,3.875,6.0833333329999997,Scenarios,Office2
320,4.5909090910000003,6.3636363640000004,Scenarios,Office1
322,4.2916666670000003,5.8333333329999997,Daily Routine Sound,TypeWriter
351,7.1363636359999996,5.8181818180000002,Scenarios,Applause1
352,6.2083333329999997,7.2083333329999997,Scenarios,SportsCrowd
353,6.9583333329999997,7.3333333329999997,Scenarios,Baseball
355,6,6.9545454549999999,Scenarios,Crowd4
358,4.7727272730000001,5.1363636359999996,Daily Routine Sound,Writing
360,4.1363636359999996,7,Scenarios,RollerCoaster
361,4.6363636359999996,6.3181818180000002,Scenarios,Restaurant
363,6.7083333329999997,7.375,Music,HorseRace
364,4.7727272730000001,6.5454545450000001,Scenarios,Bar
365,4.5999999999999996,6,Scenarios,Party
366,5.3636363640000004,6.2727272730000001,Electric sound,Casino1
367,5.2083333329999997,6.875,Electric sound,Casino2
368,5.3181818180000002,5.7727272730000001,Scenarios,Crowd5
370,5.9166666670000003,4.5833333329999997,Daily Routine Sound,CourtSport
373,5.1363636359999996,4.1818181819999998,Daily Routine Sound,Paint
374,5.64,4.5599999999999996,Daily Routine Sound,Sink
375,5.3181818180000002,4.4090909089999997,Daily Routine Sound,Polaroid
376,4.3333333329999997,5.3333333329999997,Transport,Lawnmower
377,5.7272727269999999,3.9090909090000001,Nature,Rain1
378,3.7916666669999999,6.5416666670000003,Daily Routine Sound,Doorbell4
380,3.7272727269999999,6.2272727269999999,Transport,JackHammer
382,4.0416666670000003,4.9583333329999997,Daily Routine Sound,Shovel
400,5.2,5.88,Transport,Jet
403,4.6363636359999996,5.8181818180000002,Transport,Helicopter1
410,4.7727272730000001,6,Transport,Helicopter2
415,5.2272727269999999,5.8181818180000002,Scenarios,Countdown
420,2.9545454549999999,6.6363636359999996,Transport,CarHorns
422,2.6666666669999999,6.7083333329999997,Transport,TireSkids
423,3.25,6.4583333329999997,People,Injury
424,2.04,6.72,Transport,CarWreck
425,5.6,5.64,Transport,Train
500,3.7727272730000001,5,Nature,Wind10
501,3.4090909090000001,6.5454545450000001,Transport,PlaneCrash
502,4.4400000000000004,5.2,Transport,EngineFailure
600,1.68,7.16,Scenarios,BikeWreck
601,7.2272727269999999,6.9545454549999999,Music,ColonialMusic
602,3.5833333330000001,5.2916666670000003,Nature,Thunderstorm
610,5.7916666670000003,7.0416666670000003,Scenarios,CowboyIndians
611,3.8,6.28,Scenarios,BattleTaps
624,3.0454545450000001,6.2727272730000001,Transport,AirRaid
625,3.4545454549999999,6.6818181819999998,Scenarios,MayDay
626,2.7272727269999999,7.3181818180000002,Breaking Sound,Explosion
627,4.5909090910000003,4.1363636359999996,Nature,Rain2
698,4.6363636359999996,5.9090909089999997,Nature,Rain3
699,3.04,6.8,Breaking Sound,Bomb15
700,4.3333333329999997,4.0416666670000003,Daily Routine Sound,Toilet
701,4.5,5.9090909089999997,Daily Routine Sound,Fan
702,1.363636364,6.0909090910000003,People,Belch
703,3.363636364,6,Daily Routine Sound,BusySignal
704,4.4166666670000003,6.5416666670000003,Daily Routine Sound,Phone1
705,5.8181818180000002,4.1363636359999996,Daily Routine Sound,Phone2
706,4.0454545450000001,6.1363636359999996,Scenarios,War
708,4.7272727269999999,2.863636364,Daily Routine Sound,Clock3
709,3.6666666669999999,7.5833333329999997,Daily Routine Sound,AlarmClock
710,5.5454545450000001,6.2727272730000001,Daily Routine Sound,Cuckoo
711,3.2272727269999999,7.4090909089999997,Transport,Siren1
712,2.5416666669999999,7.75,Daily Routine Sound,Buzzer
713,3.8181818179999998,6.6818181819999998,Transport,Sirens
714,3.7727272730000001,6.6818181819999998,Transport,Siren2
715,3.8181818179999998,6.2272727269999999,Daily Routine Sound,Alarm4
716,6.0909090910000003,6.6363636359999996,Electric sound,SlotMachine1
717,5.6818181819999998,6.2272727269999999,Electric sound,SlotMachine2
719,2.4,5.76,Daily Routine Sound,DentistDrill
720,3.25,5.7083333329999997,Daily Routine Sound,BrushTeeth
721,6.5,5.1818181819999998,Daily Routine Sound,Beer
722,5.4166666670000003,4.1666666670000003,People,Walking
723,4.0909090910000003,4.4545454549999999,Daily Routine Sound,Radio5
724,4.2727272730000001,4.7272727269999999,People,Chewing
725,6.7916666670000003,4.2916666670000003,Daily Routine Sound,SodaFizz
